citing_paper_id,cited_paper_id,citing_year,cited_year,context_snippet,status,notes
proc_icls-2026.md_38486,handle_1_11271,2026,2025,held a Ph.D. in Learning Sciences and had four years of teaching experience.,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_38486,handle_1_11283,2026,2025,"Sinha, T. (2025a ). Pedagogies for executing impactful AI literacy programs. In Proceedings of the 19th",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11439,2026,2025,International Society of the Learning Sciences.,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11480,2026,2025,Learning Possibilities. Proceedings of the 16th International Conference of the Learning Sciences (ICLS),extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11573,2026,2025,"every child know about AI?  In Proceedings of the AAAI Conference on Artificial Intelligence, 33 (1),",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11351,2026,2025,Youths’ Conceptualizations and Criteria within a Project-Based Data Science Camp. Proceedings of the,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11684,2026,2025,Contextualizing and relating data with network visualization. Proceedings of the International,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11784,2026,2025,"thinking, collaboration and new media literacy skills. Information and Learning Sciences , 120(11/12),",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11481,2026,2025,from cultural-historical approaches to the learning sciences —including learning on the move,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11926,2026,2025,the loop: Returning learning analytics to teachers. In Proceedings of the 31st Annual Conference of the,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11219,2026,2025,"teaching machine learning. In Proceedings of the 2022 ACM Conference on Fairness, Accountability,",extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11722,2026,2025,Machine Learning. In Proceedings of the 2025 ACM Designing Interactive Systems Conference (pp. 535-,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
proc_icls-2026.md_76766,handle_1_11440,2026,2025,co-design in the learning sciences seeks to surface participants’ lived experiences and needs to directly inform the,extracted_from_md_references,Extracted via 0-cost reference block parsing from proceedings markdown; 2016-2022 proceedings reference extraction can be generated via Tier 3 PDF reference parsing.
